,City,Temperature °F,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Date
65,Khatanga,31.57,94,100,10.98,71.97,102.5,RU,1601259861
66,Ibicuí,63.91,93,0,2.77,-14.84,-39.99,BR,1601259595
67,Florence,53.6,93,75,1.12,43.77,11.25,IT,1601259346
68,Mpongwe,63.97,29,10,2.46,-13.51,28.16,ZM,1601259595
69,Ushuaia,42.8,70,40,13.87,-54.8,-68.3,AR,1601259840
70,Mezen',43.83,93,100,7.14,65.85,44.24,RU,1601259862
71,Port Hardy,55.4,87,75,5.82,50.7,-127.42,CA,1601259358
72,Nome,51.8,63,1,12.75,64.5,-165.41,US,1601259596
73,Rome,68.0,77,1,5.82,43.21,-75.46,US,1601259596
74,Bluff,39.99,82,95,15.99,-46.6,168.33,NZ,1601259846
75,Luang Prabang,77.0,94,90,1.05,19.89,102.13,LA,1601259597
76,Avarua,75.2,69,0,11.41,-21.21,-159.78,CK,1601259864
77,Ulaangom,45.81,54,0,3.42,49.98,92.07,MN,1601259864
78,New Norfolk,57.2,47,40,14.99,-42.78,147.06,AU,1601259855
79,Kruisfontein,44.76,80,1,5.91,-34.0,24.73,ZA,1601259598
80,Ilebo,72.12,93,100,2.08,-4.32,20.58,CD,1601259865
81,Hanover,53.01,81,94,2.24,52.37,9.73,DE,1601259356
82,Los Llanos de Aridane,73.4,78,75,16.11,28.66,-17.92,ES,1601259646
83,Iqaluit,26.6,73,5,5.82,63.75,-68.51,CA,1601259865
84,Gemeente Stadskanaal,54.0,89,100,3.0,52.98,6.95,NL,1601259599
85,Havre-St-Pierre,51.8,93,90,3.36,50.23,-63.6,CA,1601259338
86,Trāl,57.52,46,0,1.03,33.93,75.1,IN,1601259600
87,Barrow,32.0,95,40,8.05,71.29,-156.79,US,1601259854
88,Klaksvík,50.0,100,93,17.22,62.23,-6.59,FO,1601259600
89,Torres,65.35,96,100,6.06,-29.34,-49.73,BR,1601259108
90,Atasū,38.75,75,0,7.36,48.68,71.64,KZ,1601259573
91,Mallaig,45.16,80,2,4.59,54.22,-111.37,CA,1601259601
92,Goianésia,80.04,28,1,2.95,-15.32,-49.12,BR,1601259601
93,Cherskiy,45.12,58,100,13.29,68.75,161.3,RU,1601259868
94,Castro,65.89,78,100,4.97,-24.79,-50.01,BR,1601259868
95,Lata,64.0,87,0,2.21,40.16,-8.33,PT,1601259602
96,Nikolskoye,50.0,81,0,4.47,59.7,30.79,RU,1601259885
97,Busselton,62.01,80,69,1.99,-33.65,115.33,AU,1601259834
98,Faanui,78.28,79,5,14.61,-16.48,-151.75,PF,1601259869
99,São Filipe,79.74,83,18,4.07,14.9,-24.5,CV,1601259852
100,Ponta do Sol,71.6,64,40,9.17,32.67,-17.1,PT,1601259869
101,Broken Hill,60.8,38,18,12.75,-31.95,141.43,AU,1601259493
102,Praia,78.8,88,20,3.36,14.92,-23.51,CV,1601259540
103,Port Elizabeth,48.2,76,5,8.05,-33.92,25.57,ZA,1601259933
104,Atar,86.77,26,0,11.07,20.52,-13.05,MR,1601259070
105,Buala,84.27,70,81,6.46,-8.14,159.59,SB,1601259934
106,Muros,53.01,81,30,10.13,42.78,-9.06,ES,1601259871
107,Fortuna,66.0,72,20,2.26,40.6,-124.16,US,1601259871
108,Arraial do Cabo,73.4,94,4,10.29,-22.97,-42.03,BR,1601259871
109,Padang,81.23,67,96,1.39,-0.95,100.35,ID,1601259073
110,Popondetta,87.01,68,100,5.57,-8.75,148.25,PG,1601259605
111,San Quintín,69.4,77,0,5.21,30.48,-115.95,MX,1601259872
112,Lüderitz,51.78,64,0,16.28,-26.65,15.16,NA,1601259853
113,The Valley,82.0,83,40,12.75,18.22,-63.06,AI,1601259503
114,Seligenstadt,46.99,91,13,1.63,50.04,8.97,DE,1601259606
115,Barahan,84.81,64,100,1.79,13.01,120.76,PH,1601259606
116,Kahului,87.8,52,20,21.92,20.89,-156.47,US,1601259937
117,Manokwari,84.51,65,17,6.04,-0.87,134.08,ID,1601259602
118,Norman Wells,53.6,62,90,17.22,65.28,-126.83,CA,1601259873
119,Bahir Dar,57.92,85,1,3.24,11.59,37.39,ET,1601259607
120,Inhambane,72.82,89,40,5.93,-23.86,35.38,MZ,1601259607
121,Walvis Bay,48.99,81,0,4.7,-22.96,14.51,NA,1601259681
122,Pevek,37.06,78,100,23.73,69.7,170.31,RU,1601259874
123,Bianzhuang,71.91,60,0,5.12,34.85,118.04,CN,1601259608
124,Saiki,73.4,49,40,14.99,32.95,131.9,JP,1601259608
125,Jalu,83.71,25,0,7.74,29.03,21.55,LY,1601259875
126,Bonavista,59.94,87,100,18.86,48.65,-53.11,CA,1601259609
127,Baie-Comeau,50.0,93,1,2.24,49.22,-68.15,CA,1601259602
128,Mar del Plata,54.0,100,90,18.34,-38.0,-57.56,AR,1601259875
129,Tasiilaq,32.0,96,100,8.05,65.61,-37.64,GL,1601259940
130,Santa Isabel,77.0,53,89,3.36,-23.32,-46.22,BR,1601259610
131,Eston,46.0,70,20,12.75,51.15,-108.75,CA,1601259610
132,Ayagoz,39.97,73,99,14.45,47.97,80.44,KZ,1601259942
133,Tuktoyaktuk,37.4,93,90,6.93,69.45,-133.04,CA,1601259876
134,Vila Franca do Campo,69.8,83,40,10.29,37.72,-25.43,PT,1601259942
135,Sontra,46.0,96,60,3.09,51.07,9.93,DE,1601259611
136,Rochegda,48.24,97,90,4.18,62.8,43.25,RU,1601259877
137,Tulagi,93.2,56,20,17.22,-9.1,160.15,SB,1601259611
138,Gizo Government Station,80.47,81,100,11.99,-8.1,156.84,SB,1601259611
139,Bethel,71.01,95,29,1.01,41.37,-73.41,US,1601259878
140,Upernavik,27.45,96,99,10.16,72.79,-56.15,GL,1601259867
141,Anjozorobe,55.4,93,40,4.7,-18.4,47.87,MG,1601259612
142,Zhanakorgan,50.9,46,0,15.7,43.91,67.25,KZ,1601259612
143,Cabo San Lucas,87.01,78,5,10.29,22.89,-109.91,MX,1601259878
144,Garoowe,72.46,76,78,4.9,8.41,48.48,SO,1601259613
145,St. Pete Beach,81.0,83,20,14.99,27.73,-82.74,US,1601259613
146,Hasaki,79.0,61,20,10.29,35.73,140.83,JP,1601259879
147,São João da Barra,75.04,84,0,15.03,-21.64,-41.05,BR,1601259408
148,Lagoa,70.07,88,28,7.11,39.05,-27.98,PT,1601259584
149,Chitungwiza,67.51,40,0,8.23,-18.01,31.08,ZW,1601259614
150,Portland,69.01,65,0,1.99,45.52,-122.68,US,1601259363
151,Vila Velha,78.01,83,2,17.22,-20.33,-40.29,BR,1601259615
152,Kodār,77.32,85,26,7.07,16.98,79.97,IN,1601259615
153,Vaini,78.8,74,20,8.05,-21.2,-175.2,TO,1601259867
154,Beloha,67.59,93,35,6.76,-25.17,45.05,MG,1601259353
155,Tizimín,79.34,75,91,8.28,21.15,-88.15,MX,1601259616
156,Cacequi,60.15,87,97,12.06,-29.88,-54.83,BR,1601259616
157,Cullman,72.0,93,75,2.04,34.17,-86.84,US,1601259595
158,Homer,51.01,75,100,5.99,59.64,-151.55,US,1601259616
159,Ishigaki,75.2,100,75,8.05,24.34,124.16,JP,1601259524
160,Fort Nelson,48.2,87,75,3.36,58.81,-122.7,CA,1601259372
161,Vestmannaeyjar,46.02,80,100,15.55,63.44,-20.27,IS,1601259384
162,Rørvik,52.34,79,6,14.76,64.86,11.24,NO,1601259617
163,Esperance,66.2,68,94,14.99,-33.87,121.9,AU,1601259882
164,Mweka,68.61,99,85,1.54,-4.85,21.57,CD,1601259364
165,Ilulissat,26.6,79,1,3.36,69.22,-51.1,GL,1601259883
166,Mitha Tiwana,78.78,29,0,8.23,32.25,72.11,PK,1601259618
167,Itarema,77.29,83,9,13.51,-2.92,-39.92,BR,1601259883
168,Nogliki,53.22,61,0,7.38,51.83,143.17,RU,1601259618
169,Shenjiamen,73.47,72,51,10.27,29.96,122.3,CN,1601259619
170,Sinjai,85.21,61,17,6.69,-5.12,120.25,ID,1601259353
171,Kuril'sk,54.63,84,100,24.25,45.23,147.88,RU,1601259619
172,Batagay-Alyta,36.86,91,100,2.89,67.8,130.41,RU,1601259619
173,Kumul,62.26,27,99,0.4,42.8,93.45,CN,1601259884
174,Fallon,68.0,22,1,6.93,39.47,-118.78,US,1601259620
175,Chui,56.12,90,0,12.37,-33.7,-53.46,UY,1601259882
176,Aras,51.8,71,75,8.05,42.56,-2.36,ES,1601259620
177,Coquimbo,53.6,87,1,4.7,-29.95,-71.34,CL,1601259655
178,El Alto,61.14,87,0,16.82,-4.27,-81.21,PE,1601259522
179,Hithadhoo,82.83,66,100,4.65,-0.6,73.08,MV,1601259836
180,Sørland,50.63,78,98,13.11,67.67,12.69,NO,1601259621
181,Butaritari,81.9,79,30,15.79,3.07,172.79,KI,1601259859
182,Hwange,69.55,40,0,2.21,-18.37,26.5,ZW,1601259622
183,Souillac,69.8,94,40,6.93,-20.52,57.52,MU,1601259886
184,Yerbogachën,45.39,71,81,13.33,61.28,108.01,RU,1601259864
185,Turukhansk,36.05,87,100,23.17,65.82,87.98,RU,1601259581
186,Bathsheba,82.4,78,20,13.87,13.22,-59.52,BB,1601259887
187,Banjar,84.2,83,40,9.17,-8.19,114.97,ID,1601259623
188,Inírida,75.25,95,98,1.83,3.87,-67.92,CO,1601259401
189,Petropavlovsk-Kamchatskiy,51.8,71,75,4.47,53.05,158.65,RU,1601259623
190,Saint-Philippe,66.2,72,66,5.82,-21.36,55.77,RE,1601259886
191,Omboué,75.24,75,71,7.38,-1.57,9.26,GA,1601259958
192,Nouadhibou,71.6,78,0,20.8,20.93,-17.03,MR,1601259625
193,Sandwick,48.2,93,100,11.41,60.0,-1.25,GB,1601259625
194,Kavieng,80.87,78,97,3.6,-2.57,150.8,PG,1601259889
195,Kavaratti,80.92,79,84,9.04,10.57,72.64,IN,1601259626
196,Mareeba,86.0,52,37,5.01,-17.0,145.43,AU,1601259627
197,Karratha,86.05,22,18,12.39,-20.74,116.85,AU,1601259627
198,Lavrentiya,36.54,79,84,13.6,65.58,-171.0,RU,1601259129
199,Bima,92.1,41,56,6.22,-8.47,118.72,ID,1601259591
200,Kapit,75.36,90,100,1.74,2.02,112.93,MY,1601259892
201,Palmer,71.6,83,90,4.7,42.16,-72.33,US,1601259961
202,Qaanaaq,12.42,77,78,7.61,77.48,-69.36,GL,1601259892
203,Bayanday,39.49,83,99,9.44,53.07,105.51,RU,1601259128
204,Yatou,71.8,57,6,4.45,37.15,122.38,CN,1601259629
205,Kulhudhuffushi,81.73,75,7,6.49,6.62,73.07,MV,1601259629
206,Fergus Falls,53.6,76,90,8.05,46.28,-96.08,US,1601259962
207,Qandala,84.38,62,93,4.54,11.47,49.87,SO,1601259629
208,Iaçu,70.07,79,0,3.0,-12.77,-40.21,BR,1601259630
209,Batemans Bay,59.0,48,0,3.0,-35.72,150.18,AU,1601259894
210,Olafsvik,44.58,83,100,8.72,64.89,-23.71,IS,1601259366
211,Nabire,84.78,62,100,3.2,-3.37,135.48,ID,1601259630
212,Camacha,69.8,64,75,12.75,33.08,-16.33,PT,1601259964
213,Pingliang,56.88,84,100,6.17,35.54,106.69,CN,1601259631
214,San Miguel de Cozumel,80.6,88,20,3.36,20.51,-86.95,MX,1601259623
215,College,53.6,50,75,10.29,64.86,-147.8,US,1601259965
216,Saint-Joseph,66.2,72,19,5.82,-21.37,55.62,RE,1601259831
217,Yulara,91.4,16,0,9.17,-25.24,130.99,AU,1601259895
218,Airai,77.63,44,11,5.97,-8.93,125.41,TL,1601259896
219,Massena,72.0,87,1,7.43,44.93,-74.89,US,1601259632
220,Cidreira,65.75,96,99,3.49,-30.18,-50.21,BR,1601259888
221,Dongsheng,59.49,69,100,15.32,39.82,109.98,CN,1601259103
222,Mahébourg,69.8,94,40,6.93,-20.41,57.7,MU,1601259966
223,Escanaba,59.0,87,1,6.93,45.75,-87.06,US,1601259633
224,Virginia Beach,71.6,83,75,3.36,36.85,-75.98,US,1601259463
225,Ribeira Grande,69.6,90,100,6.93,38.52,-28.7,PT,1601259967
226,Mogadishu,77.23,87,32,10.09,2.04,45.34,SO,1601259633
227,Wewak,84.65,68,100,6.62,-3.55,143.63,PG,1601259897
228,Terra Santa,78.6,67,1,1.48,-2.1,-56.49,BR,1601259634
229,Port-Gentil,75.78,76,76,12.59,-0.72,8.78,GA,1601259634
230,Kyzyl-Mazhalyk,41.36,64,0,1.45,51.13,90.6,RU,1601259634
231,Nemuro,55.4,76,75,13.87,43.32,145.57,JP,1601259634
232,Katsuura,79.0,49,0,3.0,35.13,140.3,JP,1601259968
233,Valparaíso,48.2,100,0,3.36,-33.04,-71.63,CL,1601259544
234,Allāpalli,77.05,89,7,1.34,19.42,80.07,IN,1601259635
235,Sorong,83.89,67,68,3.8,-0.88,131.25,ID,1601259441
236,Bhasāwar,82.69,53,0,4.85,27.03,77.03,IN,1601259636
237,Salinas,77.0,53,1,10.29,36.68,-121.66,US,1601259378
238,Thompson,42.8,93,90,10.29,55.74,-97.86,CA,1601259900
239,Meulaboh,82.26,75,100,4.0,4.14,96.13,ID,1601259636
240,Bubaque,81.63,71,100,5.77,11.28,-15.83,GW,1601259900
241,Basco,82.38,84,99,15.93,20.45,121.97,PH,1601259637
242,Mount Isa,84.2,12,3,8.05,-20.73,139.5,AU,1601259783
243,Caluquembe,54.66,88,0,2.62,-13.78,14.68,AO,1601259637
244,Shintomi,73.4,53,75,18.34,32.08,131.47,JP,1601259638
245,Pisco,62.6,77,0,9.17,-13.7,-76.22,PE,1601259857
246,Jamestown,64.99,77,1,4.7,42.1,-79.24,US,1601259806
247,Tiksi,42.98,77,91,11.05,71.69,128.87,RU,1601259862
248,Hong Kong,82.0,82,87,1.99,22.29,114.16,HK,1601259645
249,San Sebastián Etla,71.6,60,75,2.24,17.06,-96.79,MX,1601259639
250,Codrington,55.24,62,0,5.1,-38.27,141.97,AU,1601259401
251,Purranque,51.8,76,99,1.12,-40.92,-73.17,CL,1601259639
252,Tilichiki,46.26,71,0,6.26,60.47,166.1,RU,1601259639
253,Paramonga,60.94,87,42,6.11,-10.67,-77.83,PE,1601259373
254,Tezu,79.81,79,66,0.51,27.92,96.17,IN,1601259640
255,Genhe,48.18,55,0,8.86,50.78,121.52,CN,1601259640
256,Aykhal,30.2,80,75,8.95,66.0,111.5,RU,1601259640
257,Ola,48.63,82,93,7.47,59.58,151.28,RU,1601259641
258,Buncrana,52.3,94,100,7.05,55.13,-7.45,IE,1601259641
259,Kerema,83.86,73,100,7.11,-7.96,145.78,PG,1601259641
260,Saint Anthony,55.99,87,90,5.82,45.02,-93.22,US,1601259973
261,Mossamedes,61.02,90,16,1.9,-15.2,12.15,AO,1601259642
262,Yinchuan,59.49,80,100,6.89,38.47,106.27,CN,1601259398
263,Erzin,77.0,83,0,0.81,36.96,36.2,TR,1601259642
264,Ambon City,82.4,83,75,2.24,-3.7,128.18,ID,1601259974
265,Lumut,75.2,94,40,4.7,4.23,100.63,MY,1601259643
266,Murray,57.2,44,28,5.82,40.67,-111.89,US,1601259643
267,Mingguang,73.9,61,49,7.14,32.78,117.96,CN,1601259643
268,Carutapera,77.0,85,4,7.07,-1.2,-46.02,BR,1601259407
269,Umluj,89.35,30,0,12.57,25.02,37.27,SA,1601259974
270,Poronaysk,55.04,52,63,4.18,49.22,143.12,RU,1601259644
271,Wuzhou,77.79,74,93,3.71,23.48,111.32,CN,1601259633
272,Robertsport,77.56,86,100,5.08,6.75,-11.37,LR,1601259644
273,Oranjemund,52.41,74,0,5.28,-28.55,16.43,NA,1601259975
274,Derzhavīnsk,42.84,66,64,1.72,51.1,66.32,KZ,1601259645
275,Bara,74.35,83,100,11.12,10.37,10.73,NG,1601259645
276,Wuwei,55.06,78,100,8.79,37.93,102.64,CN,1601259645
277,Poum,74.86,83,20,10.71,-20.23,164.02,NC,1601259377
278,Cap-aux-Meules,64.4,82,75,18.34,47.38,-61.86,CA,1601259109
279,Slave Lake,48.2,76,75,3.36,55.28,-114.77,CA,1601259646
280,Provincia di Imperia,59.0,51,40,4.7,43.97,7.78,IT,1601259646
281,Damietta,80.6,74,0,11.41,31.42,31.81,EG,1601259647
282,Sanchursk,45.45,79,64,5.23,56.94,47.25,RU,1601259647
283,Moscow,48.2,65,86,8.95,55.75,37.62,RU,1601259465
284,Benguela,70.03,80,47,3.6,-12.58,13.41,AO,1601259648
285,Grindavik,42.8,93,75,9.17,63.84,-22.43,IS,1601259738
286,Avera,71.01,95,90,7.23,33.19,-82.53,US,1601259978
287,Abhā,64.4,23,0,8.03,18.22,42.51,SA,1601259359
288,Djebeniana,68.0,52,20,8.05,35.03,10.91,TN,1601259650
289,Kismayo,76.95,85,32,9.08,-0.36,42.55,SO,1601259650
290,Orshanka,45.43,78,68,4.14,56.92,47.89,RU,1601259651
291,Yangi Marg`ilon,55.4,43,10,6.93,40.43,71.72,UZ,1601259979
292,Kangaatsiaq,34.84,82,100,7.67,68.31,-53.46,GL,1601259651
293,Ayr,44.6,87,100,5.82,55.46,-4.63,GB,1601259651
294,Puerto Ayacucho,78.08,86,98,2.13,5.66,-67.62,VE,1601259652
295,Tūkrah,83.95,45,0,22.37,32.53,20.58,LY,1601259652
296,Bilibino,38.91,66,100,3.53,68.05,166.44,RU,1601259390
297,Mayo,71.01,91,75,3.36,38.89,-76.51,US,1601259980
298,Médéa,53.6,100,0,1.14,36.26,2.75,DZ,1601259653
299,Real,86.0,74,75,5.82,14.66,121.6,PH,1601259653
300,Tigil',52.59,45,100,5.44,57.8,158.67,RU,1601259981
301,East Wenatchee,68.0,34,1,5.82,47.42,-120.29,US,1601259530
302,Saint George,82.0,14,1,24.16,37.1,-113.58,US,1601259804
303,Qui Nhon,83.71,73,100,1.23,13.77,109.23,VN,1601259886
304,Nuevo Ideal,61.12,42,0,2.44,24.89,-105.07,MX,1601259654
305,Caravelas,71.87,88,0,7.36,-17.71,-39.25,BR,1601259837
306,Ayan,52.2,90,100,10.51,56.45,138.17,RU,1601259654
307,Astoria,64.4,77,1,9.17,46.19,-123.83,US,1601259654
308,Uglovoye,62.85,68,0,5.55,44.82,33.6,UA,1601259655
309,Richards Bay,60.51,90,100,12.28,-28.78,32.04,ZA,1601259850
310,Bolgar,37.4,93,87,2.8,54.95,49.07,RU,1601259655
311,Riverton,57.2,45,47,5.82,40.52,-111.94,US,1601259553
312,Ciudad del Carmen,82.92,83,100,5.86,18.63,-91.83,MX,1601259531
313,Darnah,76.64,72,5,20.78,32.77,22.64,LY,1601259656
314,Gemeente Heerenveen,55.99,93,100,4.54,52.95,5.93,NL,1601259656
315,Mahon,60.8,77,94,6.93,39.89,4.27,ES,1601259656
316,Dvinskoy Bereznik,48.81,96,85,4.14,62.86,42.71,RU,1601259657
317,Socorro,91.4,10,5,10.29,31.65,-106.3,US,1601259534
318,Morehead,69.8,77,1,3.36,37.27,-87.18,US,1601259657
319,Juneau,53.6,81,90,19.46,58.3,-134.42,US,1601259780
320,Biak,83.17,64,89,9.15,-0.91,122.88,ID,1601259658
321,Dudinka,28.4,92,40,13.42,69.41,86.18,RU,1601259246
322,Burlington,71.6,100,90,3.91,39.88,-74.64,US,1601259652
323,Spirit River,52.0,87,75,4.7,55.78,-118.84,CA,1601259658
324,Nizhny Tagil,42.04,91,44,3.62,57.92,59.97,RU,1601259405
325,Jenks,59.0,86,100,26.22,36.02,-95.97,US,1601259419
326,Morondava,73.26,81,26,4.34,-20.28,44.28,MG,1601259986
327,Mountain Home,60.8,37,1,11.41,43.13,-115.69,US,1601259659
328,Alyangula,89.6,40,31,14.99,-13.85,136.42,AU,1601259471
329,Sicuani,49.69,59,98,5.3,-14.27,-71.23,PE,1601259660
330,Cam Ranh,87.8,79,20,3.36,11.92,109.16,VN,1601259660
331,Jesús del Monte,59.0,77,75,6.93,19.11,-99.99,MX,1601259660
332,Nampula,67.57,88,20,6.24,-15.12,39.27,MZ,1601259570
333,Mitsamiouli,76.91,78,39,14.27,-11.38,43.28,KM,1601259661
334,Beringovskiy,40.08,67,0,8.84,63.05,179.32,RU,1601259988
335,Touros,75.2,94,40,5.82,-5.2,-35.46,BR,1601259561
336,Serenje,64.08,33,0,3.8,-13.23,30.24,ZM,1601259662
337,Navoiy,46.4,61,21,4.7,40.08,65.38,UZ,1601259662
338,Petropavlovka,44.78,60,0,3.18,50.61,105.32,RU,1601259663
339,Bengkulu,82.47,71,95,7.99,-3.8,102.27,ID,1601259615
340,Langxiang,59.67,64,98,5.48,46.95,128.88,CN,1601259663
341,Shaunavon,47.55,54,31,13.53,49.65,-108.42,CA,1601259663
342,Dawlatabad,51.73,39,25,1.19,36.41,64.91,AF,1601259664
343,Addanki,79.14,80,91,6.98,15.82,79.98,IN,1601259664
344,Mirny,41.0,80,75,13.42,62.54,113.96,RU,1601259664
345,Ancud,46.99,90,79,1.01,-41.87,-73.82,CL,1601259989
346,Aklavik,35.6,90,90,4.7,68.22,-135.01,CA,1601259990
347,Kentau,48.4,50,0,19.93,43.52,68.51,KZ,1601259665
348,Bonthe,76.8,89,100,5.03,7.53,-12.51,SL,1601259666
349,Kokopo,80.6,78,90,1.21,-4.35,152.26,PG,1601259667
350,Rāwah,76.53,45,0,13.58,34.48,41.91,IQ,1601259667
351,Elizabeth City,71.6,94,20,5.19,36.29,-76.25,US,1601259395
352,Severo-Kuril'sk,47.59,89,100,46.26,50.68,156.12,RU,1601259991
353,Łomża,46.26,90,15,6.55,53.18,22.06,PL,1601259667
354,Geraldton,69.8,56,40,8.05,-28.77,114.6,AU,1601259991
355,Manta,69.8,83,75,8.05,-0.95,-80.73,EC,1601259382
356,Sur,81.68,52,23,5.93,22.57,59.53,OM,1601259704
357,Namatanai,82.31,73,93,3.91,-3.67,152.43,PG,1601259668
358,Korla,64.99,81,0,4.0,41.76,86.15,CN,1601259599
359,Sisimiut,31.41,93,52,8.68,66.94,-53.67,GL,1601259992
360,Canberra,59.0,47,0,8.05,-35.28,149.13,AU,1601259566
361,Salinópolis,79.07,82,18,12.71,-0.61,-47.36,BR,1601259993
362,Puerto Madryn,53.94,42,0,9.86,-42.77,-65.04,AR,1601259553
363,Jega,76.84,80,25,7.56,12.22,4.38,NG,1601259669
364,Prince Rupert,57.2,93,90,6.93,54.32,-130.32,CA,1601259597
365,Crestview,75.2,88,90,5.82,30.76,-86.57,US,1601259670
366,Clyde River,26.6,86,90,11.41,70.47,-68.59,CA,1601259994
367,Sijunjung,77.95,72,98,0.72,-0.69,100.95,ID,1601259670
368,Alice Springs,86.0,11,5,6.93,-23.7,133.88,AU,1601259994
369,Yakima,69.01,42,1,4.7,46.47,-120.67,US,1601259393
370,Waipawa,57.2,58,26,38.03,-41.41,175.52,NZ,1601259671
371,Edd,85.66,70,0,1.68,13.93,41.69,ER,1601259671
372,Buraidah,80.6,36,0,10.29,26.33,43.98,SA,1601259477
373,Hīt,79.21,37,0,16.8,33.64,42.83,IQ,1601259672
